Id,SalePrice
1461,128062.89
1462,169647.42
1463,172493.06
1464,201784.47
1465,196624.3
1466,187633.7
1467,169316.95
1468,173412.27
1469,154888.67
1470,132591.0
1471,209385.45
1472,93295.055
1473,99426.266
1474,157895.72
1475,140857.5
1476,352459.53
1477,269501.7
1478,289099.12
1479,265346.7
1480,493972.28
1481,298251.44
1482,209068.33
1483,163058.88
1484,180107.78
1485,167553.31
1486,194537.53
1487,319306.62
1488,237801.45
1489,205804.38
1490,202925.69
1491,189396.17
1492,88883.44
1493,185093.39
1494,296845.44
1495,289340.94
1496,238222.23
1497,188678.36
1498,161425.22
1499,163640.1
1500,148387.44
1501,186404.2
1502,164069.98
1503,328504.9
1504,209542.2
1505,229522.86
1506,190966.72
1507,238465.28
1508,183493.39
1509,163876.69
1510,144957.88
1511,154449.08
1512,177708.55
1513,166244.28
1514,170789.89
1515,208309.84
1516,159504.23
1517,156240.67
1518,128742.6
1519,215421.44
1520,140478.16
1521,140281.45
1522,167199.97
1523,123643.67
1524,130918.54
1525,130791.67
1526,129567.945
1527,102389.08
1528,141179.47
1529,150455.81
1530,165803.17
1531,98449.48
1532,94951.016
1533,130938.37
1534,115098.6
1535,162661.27
1536,121320.79
1537,67685.805
1538,179215.28
1539,194048.83
1540,109601.23
1541,148793.45
1542,136913.39
1543,224090.75
1544,78355.305
1545,111743.58
1546,121518.94
1547,130427.234
1548,137739.23
1549,107988.8
1550,139056.62
1551,111135.49
1552,119126.04
1553,156349.8
1554,111977.53
1555,180960.75
1556,87286.84
1557,129538.266
1558,101237.836
1559,100292.984
1560,118589.27
1561,148494.88
1562,118272.16
1563,125696.48
1564,157204.61
1565,152287.12
1566,184714.22
1567,80813.92
1568,233333.42
1569,121040.125
1570,127407.305
1571,116052.29
1572,138149.6
1573,212562.73
1574,96542.39
1575,221300.4
1576,240359.66
1577,201656.55
1578,148157.97
1579,146650.97
1580,193515.8
1581,136451.7
1582,130659.32
1583,330177.1
1584,222542.56
1585,144700.44
1586,75343.37
1587,97809.29
1588,161076.42
1589,95407.305
1590,128338.98
1591,83113.03
1592,120525.86
1593,125197.09
1594,158782.27
1595,103650.73
1596,205153.45
1597,178721.22
1598,197866.48
1599,174320.14
1600,167728.66
1601,69875.234
1602,114609.96
1603,98737.21
1604,276624.56
1605,216541.72
1606,171021.16
1607,160496.17
1608,205788.27
1609,189880.38
1610,151530.73
1611,134731.47
1612,143544.61
1613,148759.4
1614,107718.01
1615,81933.59
1616,77696.13
1617,84216.32
1618,126024.53
1619,132575.95
1620,130024.5
1621,142327.53
1622,154424.05
1623,323274.62
1624,225896.27
1625,120806.63
1626,165207.08
1627,199275.22
1628,303715.53
1629,196439.48
1630,356536.8
1631,230464.61
1632,236655.98
1633,166085.62
1634,187200.55
1635,185547.03
1636,161802.83
1637,173392.2
1638,219440.4
1639,180903.98
1640,269069.44
1641,185502.8
1642,227477.22
1643,208111.98
1644,218876.0
1645,209087.66
1646,160679.56
1647,157471.78
1648,132310.11
1649,138953.17
1650,123679.98
1651,122352.81
1652,91917.58
1653,90333.16
1654,151431.3
1655,160142.94
1656,150429.05
1657,161645.83
1658,151152.56
1659,156618.1
1660,156685.14
1661,434299.03
1662,491371.62
1663,381771.53
1664,409941.8
1665,301533.9
1666,330974.88
1667,367214.16
1668,317947.1
1669,300191.1
1670,333203.53
1671,290848.56
1672,557414.6
1673,296933.25
1674,252933.44
1675,177095.48
1676,195622.38
1677,219291.86
1678,450708.47
1679,415121.2
1680,337409.53
1681,255056.19
1682,281689.3
1683,180935.72
1684,167730.27
1685,169623.69
1686,166237.25
1687,163676.4
1688,189765.12
1689,194552.19
1690,176017.1
1691,169166.61
1692,264048.8
1693,167493.12
1694,185675.88
1695,169677.38
1696,293286.3
1697,171450.78
1698,394895.25
1699,327842.7
1700,251946.1
1701,272925.53
1702,256639.1
1703,239610.06
1704,305081.34
1705,235938.92
1706,387021.38
1707,206055.5
1708,193539.56
1709,265360.34
1710,214967.16
1711,258482.83
1712,281641.44
1713,279150.75
1714,229950.36
1715,215125.75
1716,186305.55
1717,163892.16
1718,114506.445
1719,193552.31
1720,264857.5
1721,157623.05
1722,112368.016
1723,158447.88
1724,201223.66
1725,242832.2
1726,194721.69
1727,162532.33
1728,184062.56
1729,166850.92
1730,178842.55
1731,117180.12
1732,141298.44
1733,117747.94
1734,126063.46
1735,140491.31
1736,114383.05
1737,381631.97
1738,209457.48
1739,375392.72
1740,232320.73
1741,193694.42
1742,186957.39
1743,183351.17
1744,321880.97
1745,225480.86
1746,234601.02
1747,226806.08
1748,201087.62
1749,154122.33
1750,150058.69
1751,231511.1
1752,123881.36
1753,138745.97
1754,191314.55
1755,184710.61
1756,131005.76
1757,126941.64
1758,174012.14
1759,156023.23
1760,160923.62
1761,158786.95
1762,171672.22
1763,209553.4
1764,117778.32
1765,174573.17
1766,173290.45
1767,212514.6
1768,137432.53
1769,181805.52
1770,149876.72
1771,134480.64
1772,147155.61
1773,138453.38
1774,137733.31
1775,141197.55
1776,131982.47
1777,116665.0
1778,151541.7
1779,100364.88
1780,179809.5
1781,135057.1
1782,78632.53
1783,137380.77
1784,107797.23
1785,118090.375
1786,117608.12
1787,137585.92
1788,50033.633
1789,90373.95
1790,77617.4
1791,179609.77
1792,152721.58
1793,112948.22
1794,159136.86
1795,134240.75
1796,131191.2
1797,127208.03
1798,119077.01
1799,118614.79
1800,135695.0
1801,124696.63
1802,149294.95
1803,154137.73
1804,149729.31
1805,132789.62
1806,117673.6
1807,127735.22
1808,107912.17
1809,118309.055
1810,128675.016
1811,116463.65
1812,112471.27
1813,122856.055
1814,110556.414
1815,54941.586
1816,102711.11
1817,124002.91
1818,175686.53
1819,124781.06
1820,85730.484
1821,99576.125
1822,155945.42
1823,43664.01
1824,158496.77
1825,138422.42
1826,106142.234
1827,116796.33
1828,147429.0
1829,110423.05
1830,135691.39
1831,140350.77
1832,88684.516
1833,122533.195
1834,138601.39
1835,133937.75
1836,133672.86
1837,79816.6
1838,130914.72
1839,75311.2
1840,170317.78
1841,148051.23
1842,78389.75
1843,155114.78
1844,143619.02
1845,149903.19
1846,157087.56
1847,159356.47
1848,69630.99
1849,123394.19
1850,126562.62
1851,150627.4
1852,128988.25
1853,136774.03
1854,169617.4
1855,148281.86
1856,216758.45
1857,123277.414
1858,150870.78
1859,118893.78
1860,159179.33
1861,118893.78
1862,351487.75
1863,336988.8
1864,336988.8
1865,336218.5
1866,319514.28
1867,242903.27
1868,310585.03
1869,193415.06
1870,260119.4
1871,266489.3
1872,171726.33
1873,231256.95
1874,138878.38
1875,201435.22
1876,203749.4
1877,206688.92
1878,213786.3
1879,142660.92
1880,131699.47
1881,227654.67
1882,248426.86
1883,200113.14
1884,222040.88
1885,246676.42
1886,312215.44
1887,192711.84
1888,279390.56
1889,162254.02
1890,135854.34
1891,146025.48
1892,109241.945
1893,146789.64
1894,105351.836
1895,163661.05
1896,131668.36
1897,111207.45
1898,100704.08
1899,155012.0
1900,138422.22
1901,169178.48
1902,146125.69
1903,238256.95
1904,154188.28
1905,193367.25
1906,174537.05
1907,189636.9
1908,117508.71
1909,130841.46
1910,122642.21
1911,194392.3
1912,289116.47
1913,118310.39
1914,67025.72
1915,323487.9
1916,56986.984
1917,243643.31
1918,140388.39
1919,166829.94
1920,172275.69
1921,393411.25
1922,311355.38
1923,213403.88
1924,214045.56
1925,206851.89
1926,355536.78
1927,143765.9
1928,164620.0
1929,126366.07
1930,128389.24
1931,143219.39
1932,140914.08
1933,192038.61
1934,190499.86
1935,172707.94
1936,203195.25
1937,185363.08
1938,167101.61
1939,229523.39
1940,196051.38
1941,175318.22
1942,197172.14
1943,216121.27
1944,314542.47
1945,408943.78
1946,156581.84
1947,349109.06
1948,166513.66
1949,262628.3
1950,180152.33
1951,280436.62
1952,209237.27
1953,172320.66
1954,191603.95
1955,131555.78
1956,330028.1
1957,162843.78
1958,344072.6
1959,142637.72
1960,111826.695
1961,122172.74
1962,84508.7
1963,86948.87
1964,117816.07
1965,154308.06
1966,153588.55
1967,314495.5
1968,475761.1
1969,401390.9
1970,493895.94
1971,466386.4
1972,407605.66
1973,267420.6
1974,309726.94
1975,520478.75
1976,275842.94
1977,311764.44
1978,392623.62
1979,323203.78
1980,200039.03
1981,337869.5
1982,235494.03
1983,214668.66
1984,174575.34
1985,211856.06
1986,184873.5
1987,190693.72
1988,186032.03
1989,195347.95
1990,216339.0
1991,246172.05
1992,219460.92
1993,171030.2
1994,252317.08
1995,190088.58
1996,242819.73
1997,309047.34
1998,340237.62
1999,271625.62
2000,287680.75
2001,245898.28
2002,246234.33
2003,237009.06
2004,287915.03
2005,206171.62
2006,223292.1
2007,234979.34
2008,206503.94
2009,195365.84
2010,195135.48
2011,136090.95
2012,175687.72
2013,197333.14
2014,185912.17
2015,195942.86
2016,195473.08
2017,204220.19
2018,111367.77
2019,130664.17
2020,113001.39
2021,109355.586
2022,171117.56
2023,147805.28
2024,238155.05
2025,370506.66
2026,172042.16
2027,148020.72
2028,149205.64
2029,183849.34
2030,284693.6
2031,264250.06
2032,268990.2
2033,274582.94
2034,164541.31
2035,186986.1
2036,188295.27
2037,207944.81
2038,290988.16
2039,216072.3
2040,439138.8
2041,265694.9
2042,193229.77
2043,173087.86
2044,184838.81
2045,221017.16
2046,136579.22
2047,151839.75
2048,136969.7
2049,129758.59
2050,182982.03
2051,115104.4
2052,139640.78
2053,150872.7
2054,69966.5
2055,157896.48
2056,124736.37
2057,125817.34
2058,240714.12
2059,114348.76
2060,184520.33
2061,181651.1
2062,145526.83
2063,119549.98
2064,137216.16
2065,124273.1
2066,161641.0
2067,116749.68
2068,125361.55
2069,77547.0
2070,124307.8
2071,88259.59
2072,127833.54
2073,130582.16
2074,192924.66
2075,149998.5
2076,127871.12
2077,150658.14
2078,131987.62
2079,128810.3
2080,118015.4
2081,128068.53
2082,149424.53
2083,145315.5
2084,108222.55
2085,125375.64
2086,100961.664
2087,118482.72
2088,82347.984
2089,74906.06
2090,137939.77
2091,118113.125
2092,112577.02
2093,118669.81
2094,141908.02
2095,165717.55
2096,77433.266
2097,102105.37
2098,146768.12
2099,34595.85
2100,82340.49
2101,108958.25
2102,145719.08
2103,102302.125
2104,140395.84
2105,114793.15
2106,49055.605
2107,208296.61
2108,125305.93
2109,108692.664
2110,122040.1
2111,159259.55
2112,142647.56
2113,111613.28
2114,100556.695
2115,139258.62
2116,127339.195
2117,149657.05
2118,127988.93
2119,93067.195
2120,107208.42
2121,87128.76
2122,97480.95
2123,59884.11
