Id,SalePrice
1461,130093.5
1462,157078.32
1463,181531.0
1464,183946.8
1465,197911.18
1466,184686.85
1467,160421.44
1468,177196.57
1469,179019.7
1470,121592.0
1471,202291.77
1472,97781.0
1473,96868.0
1474,155003.0
1475,146817.54
1476,378110.61
1477,260795.01
1478,312186.84
1479,247643.37
1480,479023.14
1481,310598.56
1482,206915.24
1483,174692.34
1484,176174.22
1485,173849.95
1486,192972.51
1487,328145.53
1488,236125.2
1489,206673.81
1490,194116.22
1491,187527.38
1492,94783.93
1493,177108.37
1494,291120.84
1495,290203.67
1496,228528.25
1497,191517.5
1498,152751.2
1499,152567.3
1500,155814.1
1501,174370.97
1502,170014.41
1503,304334.67
1504,232283.27
1505,219780.88
1506,186126.42
1507,218266.24
1508,199641.74
1509,165698.91
1510,148718.75
1511,146842.0
1512,171898.9
1513,158421.14
1514,158451.39
1515,177526.94
1516,168410.06
1517,153059.62
1518,130696.26
1519,220647.38
1520,135111.25
1521,143645.25
1522,164430.5
1523,116544.78
1524,124098.8
1525,124834.22
1526,130963.25
1527,107838.3
1528,126809.0
1529,143139.33
1530,166029.0
1531,128101.18
1532,108915.5
1533,148438.49
1534,117536.1
1535,160069.84
1536,117712.99
1537,74010.08
1538,181759.0
1539,239065.05
1540,114688.24
1541,149499.0
1542,138091.5
1543,215131.45
1544,82789.61
1545,111002.5
1546,125233.33
1547,141719.75
1548,135003.25
1549,114221.33
1550,144051.0
1551,116766.4
1552,153791.96
1553,140297.65
1554,114979.82
1555,175871.55
1556,99712.87
1557,124855.28
1558,97487.47
1559,123280.35
1560,156541.24
1561,158207.52
1562,126028.5
1563,125180.5
1564,167099.02
1565,155326.19
1566,208733.94
1567,79655.47
1568,224765.88
1569,142077.32
1570,128119.75
1571,131221.31
1572,141765.75
1573,235889.09
1574,113241.86
1575,211337.66
1576,209200.5
1577,198132.57
1578,159521.26
1579,139933.8
1580,185132.49
1581,139163.33
1582,130674.5
1583,333638.23
1584,244884.11
1585,142773.0
1586,72107.69
1587,106464.61
1588,150035.26
1589,102194.76
1590,131090.06
1591,105541.3
1592,122477.44
1593,119070.08
1594,141249.5
1595,123198.02
1596,242735.94
1597,159685.54
1598,183022.45
1599,212935.96
1600,194158.0
1601,79985.44
1602,114732.44
1603,95734.62
1604,288266.94
1605,250379.49
1606,168219.6
1607,172731.17
1608,199529.72
1609,189755.17
1610,158098.78
1611,145416.0
1612,153344.84
1613,164447.22
1614,121516.86
1615,88095.5
1616,81793.36
1617,89310.71
1618,126599.33
1619,133717.16
1620,148058.21
1621,139384.48
1622,156485.58
1623,296255.62
1624,210083.0
1625,135779.0
1626,174135.0
1627,190972.85
1628,278024.4
1629,175083.5
1630,346468.75
1631,226816.6
1632,250938.89
1633,169739.54
1634,183022.0
1635,180243.91
1636,154187.19
1637,179460.1
1638,214394.85
1639,178436.0
1640,248907.99
1641,180825.5
1642,225493.22
1643,224869.2
1644,227044.17
1645,180965.4
1646,148929.5
1647,161587.55
1648,136832.5
1649,135402.08
1650,120729.0
1651,121420.16
1652,95697.0
1653,99407.0
1654,156552.5
1655,160607.4
1656,154273.5
1657,155468.0
1658,154534.9
1659,149482.85
1660,143442.5
1661,455334.09
1662,398091.14
1663,373215.93
1664,440444.43
1665,311936.5
1666,332505.27
1667,353130.24
1668,326568.9
1669,306775.85
1670,343776.93
1671,264569.94
1672,498066.91
1673,298740.88
1674,254235.9
1675,187757.33
1676,191120.34
1677,200745.32
1678,475721.86
1679,386515.01
1680,323311.08
1681,267878.81
1682,299293.2
1683,188207.61
1684,168399.25
1685,174617.82
1686,166301.5
1687,167497.36
1688,184426.45
1689,187293.99
1690,186145.44
1691,172852.55
1692,265658.37
1693,168235.64
1694,185122.33
1695,168849.75
1696,270250.15
1697,169577.25
1698,337609.3
1699,326283.05
1700,246754.97
1701,254008.31
1702,251871.13
1703,254098.58
1704,301331.48
1705,238469.6
1706,460422.12
1707,213423.49
1708,204438.02
1709,292839.46
1710,223854.03
1711,263200.07
1712,233226.88
1713,248589.03
1714,227894.14
1715,199529.8
1716,184043.03
1717,167646.37
1718,142573.78
1719,203667.38
1720,261115.22
1721,171567.55
1722,123805.65
1723,149855.72
1724,206618.01
1725,228156.69
1726,187861.85
1727,172503.24
1728,187496.5
1729,161615.66
1730,166434.9
1731,122407.02
1732,134797.1
1733,129782.0
1734,130465.0
1735,131339.0
1736,119548.83
1737,369702.21
1738,212979.85
1739,268782.26
1740,187051.98
1741,181376.71
1742,173236.97
1743,175476.83
1744,316969.32
1745,245172.49
1746,264682.99
1747,220303.73
1748,207876.15
1749,159824.27
1750,150322.5
1751,238493.96
1752,125224.5
1753,144414.55
1754,218515.2
1755,165233.87
1756,122522.58
1757,122996.66
1758,145454.32
1759,172962.84
1760,158392.5
1761,153558.11
1762,176309.81
1763,170794.5
1764,120888.08
1765,176423.5
1766,172817.82
1767,210481.4
1768,139718.25
1769,176942.64
1770,139444.07
1771,139077.0
1772,140892.75
1773,141304.25
1774,134942.35
1775,134060.75
1776,123188.02
1777,120289.0
1778,128741.05
1779,117651.32
1780,173576.3
1781,133538.39
1782,100430.38
1783,131523.82
1784,96217.26
1785,115989.56
1786,149861.53
1787,162624.15
1788,61945.48
1789,96861.26
1790,85734.75
1791,175276.19
1792,154307.5
1793,137042.59
1794,142335.5
1795,135769.0
1796,123621.5
1797,118262.86
1798,125837.41
1799,119048.66
