Id,SalePrice
1461,114298.8339353929
1462,164770.9437556999
1463,188830.70118015958
1464,197711.2054090537
1465,202922.82299719146
1466,172212.8189109515
1467,181720.1234797137
1468,158010.013883817
1469,210021.53362032317
1470,115980.63732462516
1471,159084.76591297076
1472,94662.7514251623
1473,93218.1833542547
1474,147271.88478925952
1475,109527.23153020686
1476,375135.4547929928
1477,263066.2631153052
1478,313796.9744753529
1479,304454.4563317306
1480,486957.17871201795
1481,312339.7359379969
1482,204208.76812361833
1483,178561.93613292952
1484,161485.48747607064
1485,177826.00311877183
1486,189090.38417104643
1487,334941.30541843444
1488,237517.1646705242
1489,205621.73315020744
1490,259276.0742598083
1491,199505.79059307207
1492,100580.8695183046
1493,193057.08476322202
1494,313371.1724764175
1495,291018.10838868027
1496,247365.12627288653
1497,177143.56972388295
1498,175675.45492087875
1499,162431.77723705047
1500,149758.7028899195
1501,197755.28831115307
1502,136424.95258074696
1503,365596.21044702677
1504,234322.99376103957
1505,225842.87841377198
1506,193577.58381812857
1507,257809.4459903232
1508,196169.1540647659
1509,155883.4305540556
1510,143427.23239141167
1511,163682.8993893147
1512,184527.4299813849
1513,150662.06753156323
1514,165369.77088854183
1515,210385.07233713684
1516,155643.0921310688
1517,177041.25773235352
1518,122113.29108313366
1519,217130.8776340268
1520,127831.89163412689
1521,136190.49708488584
1522,190107.8600738732
1523,111932.17197322345
1524,127619.62048228923
1525,122598.42647572688
1526,109865.25401513022
1527,104302.75655107689
1528,130753.69333679741
1529,161433.6157192638
1530,207085.47871042974
1531,123368.22289100639
1532,93767.54197221051
1533,167393.60029129172
1534,124126.59569935652
1535,151056.13369246817
1536,93997.58084467228
1537,48310.877580894274
1538,148323.07648401335
1539,205737.32473503926
1540,122750.48423242231
1541,141301.31644978502
1542,160054.67309271265
1543,186486.30824177852
1544,74598.12820978113
1545,121066.1555400946
1546,138513.0849529868
1547,131989.17530768504
1548,152568.37481499254
1549,128727.5464519608
1550,141938.78205342428
1551,107182.79942368297
1552,163665.95034701098
1553,153205.8302304675
1554,119914.8367353516
1555,161692.13087090303
1556,54202.462305025314
1557,143516.04214513127
1558,106198.35908046365
1559,62802.47953114018
1560,122517.47211839422
1561,149348.18003981432
1562,128037.70060254156
1563,131781.19466517435
1564,163755.51294726413
1565,159036.76912863052
1566,229930.72800245858
1567,74388.77474404627
1568,221405.44397183158
1569,128230.07009323151
1570,127542.96860431775
1571,88499.90650779498
1572,150923.95524685737
1573,266262.57644896756
1574,139232.8210541309
1575,235085.3101635856
1576,234084.0197235383
1577,180797.29462118912
1578,154206.07181174075
1579,152806.15252436989
1580,189725.5744778323
1581,154031.70215044625
1582,135434.73599562235
1583,282105.166218261
1584,221435.60528489132
1585,136122.87384095113
1586,80489.90163148707
1587,107788.2449178592
1588,156000.44160310389
1589,107570.57200857054
1590,123182.77563886193
1591,93370.44903672929
1592,125308.7141248933
1593,127689.34273305163
